mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","12,6 ","6,5 ",,202,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,4 ","6,7 ",,205,1620,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","13,1 ","6,8 ",,212,1635,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","14,1 ","7,1 ",,232,1620,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","13,8 ","7,3 ",,232,1635,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,4 ","6,7 ",,205,1620,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i XDrive High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","13,1 ","6,8 ",,212,1635,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW M3 ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,3999,no,"17,9 ","9,2 ",,290,1655,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW M3 ,2008,d (mid-size),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,3999,no,"17,9 ","9,2 ",,263,1655,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,123,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,3 ","4,6 ",,148,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Corporate Lease High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,123,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,3 ","4,6 ",,148,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318d High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,1 ",,128,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,3 ","4,6 ",,148,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,1 ",,128,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,3 ","4,6 ",,148,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,1 ",,128,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,3 ","4,6 ",,148,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,7 ","4,6 ",,143,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,9 ","4,8 ",,156,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,7 ","4,6 ",,143,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,9 ","4,8 ",,156,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,7 ","4,6 ",,143,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320d XDrive High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,9 ","4,8 ",,156,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,6 ","4,6 ",,153,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,1 ","5,1 ",,164,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,6 ","4,6 ",,153,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,1 ","5,1 ",,164,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,6 ","4,6 ",,153,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325d High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,1 ","5,1 ",,164,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d BluePerformance ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d BluePerformance Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d BluePerformance High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330d XDrive High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335d ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,0 ","5,2 ",,174,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335d Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,1 ","5,3 ",,177,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335d High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,0 ","5,2 ",,174,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 316i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,146,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 316i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,142,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 316i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,146,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 318i High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 320i High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2008 BMW M3 ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,3999,no,"17,9 ","9,2 ",,295,1655,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2008 BMW M3 ,2008,d (mid-size),7 speed automatic,Automatic,fuel engine,gasoline,3999,no,"17,9 ","9,2 ",,295,1655,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2008 BMW 316i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,- ,- ,,142,1335,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2008 BMW 316i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,- ,- ,,142,1335,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2008 BMW 316i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,- ,- ,,142,1335,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,4 ","4,8 ",,146,1345,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,9 ","5,1 ",,156,1375,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,4 ","4,8 ",,146,1345,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,9 ","5,1 ",,156,1375,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i High Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,4 ","4,8 ",,146,1345,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 320i High Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,9 ","5,1 ",,156,1375,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,5 ",,170,1405,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,7 ","5,6 ",,170,1435,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,5 ",,170,1405,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,7 ","5,6 ",,170,1435,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i High Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,5 ",,170,1405,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325i High Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,7 ","5,6 ",,170,1435,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,9 ","6,1 ",,189,1515,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,8 ","6,2 ",,189,1535,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,9 ","6,1 ",,189,1515,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,8 ","6,2 ",,189,1535,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi High Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,9 ","6,1 ",,189,1515,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 325xi High Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,8 ","6,2 ",,189,1535,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1455,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1470,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1455,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1470,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i High Executive ,2007,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1455,n/a
BMW,BMW 3-series,"2005-2008,4doors,sedan",2005-2008,4doors,sedan,2007 BMW 330i High Executive ,2007,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"9,9 ","5,6 ",,173,1470,n/a
